Reaction_class	KO
RC00797	K17719
RC00797	K17726
RC00797	K20495
RC00797	K20769
RC00797	K21317
RC00797	K21318
RC00797	K21319
RC00797	K21320
RC00797	K21321
RC00797	K21322
RC00798	K22089
RC00799	K01225
RC00799	K19668
RC00800	K19188
RC00801	K22838
RC00801	K22839
RC00801	K22840
RC00802	K17739
RC00804	K01712
RC00805	K05281
RC00807	K00274
RC00807	K20155
RC00807	K20158
RC00808	K00274
RC00809	K01485
RC00809	K03365
RC00810	K21621
RC00811	K19795
RC00811	K22601
RC00812	K01575
RC00814	K03186
RC00814	K20039
RC00815	K00816
RC00815	K01760
RC00815	K14155
RC00816	K00128
RC00816	K00149
RC00816	K14085
RC00818	K20626
RC00818	K20627
RC00819	K00355
RC00819	K02826
RC00819	K02827
RC00819	K02828
RC00819	K02829
RC00819	K03809
RC00819	K19267
RC00822	K01598
RC00822	K13038
RC00823	K00072
RC00823	K00079
RC00823	K17745
RC00824	K04712
RC00825	K01055
RC00825	K14727
RC00826	K18610
RC00829	K14134
RC00831	K00665
RC00831	K00668
RC00831	K01692
RC00831	K01715
RC00831	K01716
RC00831	K01782
RC00831	K01825
RC00831	K02372
RC00831	K07511
RC00831	K07514
RC00831	K07515
RC00831	K10527
RC00831	K11533
RC00831	K13767
RC00831	K15016
RC00831	K16363
RC00831	K17865
RC00831	K22540
RC00831	K22541
RC00832	K01615
RC00832	K20509
RC00832	K23351
RC00832	K23352
RC00833	K18014
RC00834	K01692
RC00834	K01782
RC00834	K01825
RC00834	K07511
RC00834	K07514
RC00834	K07515
RC00834	K14469
RC00834	K14729
RC00834	K15019
RC00836	K00053
RC00837	K00053
RC00838	K01254
RC00839	K00461
RC00840	K00799
RC00840	K00807
RC00840	K04097
RC00840	K13299
RC00841	K00807
RC00842	K00796
RC00842	K13939
RC00842	K13941
RC00842	K18824
RC00842	K18825
RC00842	K18974
RC00843	K20452
RC00843	K20453
RC00844	K20451
RC00847	K01735
RC00847	K13829
RC00847	K13830
RC00847	K16020
RC00848	K03785
RC00848	K03786
RC00848	K13830
RC00848	K13832
RC00848	K16021
RC00850	K07538
RC00850	K12466
RC00850	K12645
RC00850	K14730
RC00850	K14732
RC00859	K01601
RC00859	K01602
RC00860	K00156
RC00865	K03896
RC00866	K11816
RC00866	K15737
RC00867	K01800
RC00867	K01801
RC00867	K16163
RC00868	K01935
RC00868	K19562
RC00869	K00103
RC00870	K00603
RC00870	K00672
RC00870	K03495
RC00870	K03650
RC00870	K13990
RC00871	K00589
RC00871	K02302
RC00871	K02303
RC00871	K02496
RC00871	K13542
RC00871	K13543
RC00872	K01599
RC00874	K01852
RC00875	K19826
RC00875	K19890
RC00875	K20169
RC00875	K20170
RC00878	K00431
RC00878	K13387
RC00882	K11820
RC00883	K11821
RC00883	K22321
RC00884	K00228
RC00884	K00435
RC00884	K02495
RC00884	K22227
RC00885	K00230
RC00885	K00231
RC00887	K00833
RC00887	K19562
RC00887	K19563
RC00888	K00817
RC00888	K18012
RC00891	K00078
RC00891	K00212
RC00891	K14582
RC00891	K18257
RC00893	K04122
RC00893	K05282
RC00893	K07433
RC00893	K07434
RC00893	K12918
RC00893	K14040
RC00893	K21292
RC00896	K01782
RC00896	K01825
RC00897	K13315
RC00897	K13327
RC00899	K01608
RC00900	K05716
RC00902	K01857
RC00903	K01856
RC00903	K14334
RC00904	K00227
RC00910	K00979
RC00911	K01824
RC00911	K09829
RC00912	K00464
RC00912	K00515
RC00912	K09840
RC00912	K17842
RC00917	K00507
RC00917	K00508
RC00917	K03921
RC00917	K03922
RC00917	K10224
RC00917	K10226
RC00917	K10256
RC00917	K22769
RC00917	K22770
RC00918	K01698
RC00921	K05894
RC00921	K15949
RC00922	K10525
RC00923	K00512
RC00923	K02228
RC00924	K11946
RC00924	K11949
RC00924	K14585
RC00925	K13395
RC00925	K21070
RC00925	K21207
RC00925	K22995
RC00929	K00281
RC00929	K00282
RC00929	K00283
RC00931	K01471
RC00931	K19963
RC00932	K01089
RC00932	K01693
RC00933	K00082
RC00933	K11752
RC00933	K14654
RC00936	K11946
RC00936	K11949
RC00936	K14585
RC00937	K11948
RC00938	K01607
RC00938	K14727
RC00939	K04340
RC00941	K13779
RC00942	K01968
RC00942	K01969
RC00942	K13777
RC00942	K13778
RC00943	K01633
RC00943	K09739
RC00943	K13939
RC00943	K13940
RC00943	K22101
RC00943	K22102
RC00944	K01609
RC00944	K01656
RC00944	K13498
RC00944	K13501
RC00945	K01495
RC00945	K01814
RC00945	K01817
RC00945	K09007
RC00945	K13498
RC00945	K13501
RC00945	K22391
RC00948	K00799
RC00948	K04097
RC00948	K13299
RC00948	K21888
RC00949	K00431
RC00949	K14257
RC00949	K14266
RC00949	K15239
RC00949	K16431
RC00949	K21185
RC00950	K01426
RC00950	K13995
RC00951	K03268
RC00951	K16268
RC00951	K18068
RC00951	K18069
RC00951	K18089
RC00951	K18090
RC00952	K01725
RC00953	K00448
RC00953	K00449
RC00954	K13400
RC00955	K15405
RC00958	K00793
RC00959	K01501
RC00959	K06920
RC00959	K20806
RC00960	K00793
RC00960	K00794
RC00961	K01763
RC00961	K11717
RC00962	K00622
RC00962	K01044
RC00963	K07419
RC00963	K10223
RC00963	K10720
RC00963	K21146
RC00966	K09844
RC00970	K05357
RC00971	K01827
RC00971	K22203
RC00976	K01703
RC00976	K01704
RC00977	K01703
RC00977	K01704
RC00978	K19280
RC00979	K04835
RC00980	K00569
RC00980	K06168
RC00982	K00432
RC00982	K00509
RC00982	K11987
RC00983	K01053
RC00983	K14731
RC00991	K05898
RC00992	K03800
RC00992	K03801
RC00992	K10105
RC00994	K08246
RC00998	K01781
RC01002	K02636
RC01003	K04283
RC01003	K10807
RC01003	K10808
RC01003	K11185
RC01003	K11186
RC01004	K06443
RC01004	K14605
RC01004	K14606
RC01004	K17841
RC01004	K22502
RC01006	K00307
RC01007	K21692
RC01008	K00218
RC01008	K04037
RC01008	K04038
RC01008	K04039
RC01008	K11333
RC01008	K11334
RC01008	K11335
RC01010	K13786
RC01012	K01772
RC01012	K02190
RC01012	K02302
RC01012	K02304
RC01012	K03403
RC01012	K03404
RC01012	K03405
RC01012	K03794
RC01012	K03795
RC01012	K22011
RC01012	K22013
RC01014	K02377
RC01014	K12451
RC01015	K15067
RC01016	K04098
RC01018	K01061
RC01024	K20450
RC01025	K01426
RC01027	K16841
RC01029	K00498
RC01030	K00498
RC01033	K14732
RC01034	K02302
RC01034	K02304
RC01035	K03394
RC01035	K13540
RC01037	K00431
RC01038	K01856
RC01039	K00114
RC01040	K01821
RC01041	K01702
RC01041	K01703
RC01041	K01704
RC01041	K21359
RC01043	K00310
RC01044	K00491
RC01044	K13240
RC01044	K13241
RC01044	K13242
RC01044	K13427
RC01046	K01702
RC01046	K01703
RC01046	K01704
RC01046	K21359
RC01052	K00276
RC01053	K02549
RC01053	K14759
RC01055	K01496
RC01055	K11755
RC01055	K14152
RC01062	K14256
RC01069	K02812
RC01069	K02813
RC01069	K02814
RC01069	K02815
RC01071	K13382
RC01072	K01757
RC01072	K13382
RC01073	K00157
RC01074	K00157
RC01075	K00446
RC01075	K07104
RC01075	K16270
RC01076	K00495
RC01076	K10566
RC01076	K11868
RC01076	K13029
RC01077	K01237
RC01078	K01716
RC01078	K01825
RC01078	K07514
RC01078	K07517
RC01078	K13238
RC01078	K13239
RC01078	K18474
RC01078	K18880
RC01080	K01794
RC01081	K14583
RC01085	K05921
RC01086	K01692
RC01086	K01782
RC01086	K01825
RC01086	K07511
RC01086	K07514
RC01086	K07515
RC01091	K13621
RC01091	K13622
RC01091	K17104
RC01095	K00665
RC01095	K00668
RC01095	K01692
RC01095	K01716
RC01095	K01782
RC01095	K01825
RC01095	K02372
RC01095	K07511
RC01095	K07514
RC01095	K07515
RC01095	K08299
RC01095	K10527
RC01095	K10703
RC01095	K11533
RC01095	K12405
RC01095	K13767
RC01095	K16363
RC01095	K22540
RC01095	K22541
RC01098	K01692
RC01098	K01782
RC01098	K01825
RC01098	K07511
RC01098	K07514
RC01098	K07515
RC01100	K01933
RC01100	K11787
RC01100	K11788
RC01101	K02291
RC01101	K10208
RC01101	K17841
RC01103	K01692
RC01103	K01782
RC01103	K01825
RC01103	K07511
RC01103	K07514
RC01103	K07515
RC01104	K16423
RC01107	K21195
RC01108	K01856
RC01108	K01860
RC01109	K03464
RC01111	K12408
RC01114	K05277
RC01117	K01737
RC01117	K22101
RC01118	K01640
RC01118	K01643
RC01118	K01644
RC01118	K01646
RC01119	K03517
RC01124	K01762
RC01124	K20772
RC01128	K00601
RC01128	K01492
RC01128	K08289
RC01128	K11175
RC01128	K11787
RC01136	K00674
RC01136	K05822
RC01136	K19107
RC01137	K03527
RC01137	K05525
RC01137	K10717
RC01137	K15099
RC01137	K15800
RC01139	K09123
RC01139	K18384
RC01139	K21624
RC01139	K22548
RC01140	K05713
RC01140	K14751
RC01141	K01826
RC01144	K04480
RC01144	K12902
RC01144	K12914
RC01144	K14080
RC01144	K14082
RC01144	K14083
RC01144	K14138
RC01144	K15023
RC01144	K16176
RC01144	K16178
RC01145	K04480
RC01151	K08963
RC01152	K01720
RC01152	K20455
RC01153	K01682
RC01154	K00559
RC01155	K20215
RC01159	K00495
RC01159	K13029
RC01160	K01952
RC01160	K23264
RC01160	K23265
RC01160	K23269
RC01160	K23270
RC01161	K01251
RC01162	K01826
RC01163	K07748
RC01171	K17105
RC01173	K22678
RC01181	K00656
RC01184	K07418
RC01188	K01495
RC01188	K09007
RC01188	K22391
RC01190	K01663
RC01190	K02500
RC01190	K02501
RC01192	K01652
RC01192	K01653
RC01192	K11258
RC01193	K00498
RC01195	K00132
RC01195	K04021
RC01195	K04072
RC01195	K04073
RC01195	K18366
RC01197	K13396
RC01198	K13384
RC01198	K17689
RC01199	K13387
RC01200	K22093
RC01202	K13392
RC01203	K17689
RC01203	K17709
RC01203	K17719
RC01203	K17721
RC01203	K21693
RC01204	K22089
RC01205	K08691
RC01205	K09011
RC01205	K10218
RC01205	K18292
RC01205	K18314
RC01208	K01724
RC01209	K01758
RC01209	K01761
RC01210	K00816
RC01210	K01758
RC01210	K01761
RC01211	K00789
RC01212	K08247
RC01213	K02554
RC01214	K00514
RC01214	K02293
RC01214	K10027
RC01214	K10209
RC01214	K15745
RC01216	K00488
RC01216	K15639
RC01217	K01692
RC01217	K01782
RC01217	K01825
RC01217	K12405
RC01218	K04123
RC01218	K04124
RC01218	K07431
RC01218	K12917
RC01218	K18393
RC01218	K21120
RC01218	K21719
RC01219	K00038
RC01220	K00038
RC01221	K01846
RC01221	K19268
RC01222	K00512
RC01223	K00498
RC01223	K07436
RC01227	K12743
RC01227	K12911
RC01227	K12912
RC01227	K12913
RC01227	K18311
RC01228	K12743
RC01229	K04126
RC01239	K00394
RC01239	K00395
RC01241	K00548
RC01241	K00549
RC01243	K01251
RC01244	K00599
RC01245	K00816
RC01245	K01758
RC01245	K01760
RC01245	K14155
RC01246	K01042
RC01246	K01697
RC01246	K10150
RC01248	K01188
RC01248	K05349
RC01248	K05350
RC01251	K01195
RC01253	K03183
RC01253	K06127
RC01254	K03184
RC01254	K06134
RC01263	K04121
RC01263	K20657
RC01266	K01634
RC01270	K00510
RC01270	K21418
RC01270	K21480
RC01277	K10702
RC01278	K10106
RC01279	K00595
RC01280	K05895
RC01287	K19837
RC01287	K23359
RC01291	K03274
RC01292	K06042
RC01293	K05934
RC01293	K13540
RC01293	K13541
RC01294	K05936
RC01298	K12903
RC01298	K22392
RC01301	K02224
RC01301	K22012
RC01302	K02232
RC01305	K15237
RC01305	K15238
RC01306	K00462
RC01306	K14602
RC01306	K14603
RC01306	K15061
RC01306	K15749
RC01306	K15754
RC01306	K15755
RC01307	K15240
RC01308	K10621
RC01309	K19670
RC01310	K00462
RC01311	K00493
RC01311	K14338
RC01312	K00467
RC01315	K14366
RC01317	K01563
RC01321	K01856
RC01322	K12744
RC01324	K14369
RC01324	K18062
RC01324	K19570
RC01326	K05783
RC01327	K05783
RC01329	K17912
RC01330	K17912
RC01331	K03119
RC01333	K19982
RC01335	K00217
RC01336	K01502
RC01337	K05714
RC01337	K10216
RC01338	K22677
RC01339	K10623
RC01340	K01563
RC01341	K01563
RC01342	K14419
RC01342	K14420
RC01342	K14421
RC01345	K01721
RC01345	K20807
RC01346	K20625
RC01349	K07409
RC01349	K17689
RC01353	K15236
RC01355	K01821
RC01356	K01856
RC01358	K01860
RC01361	K15057
RC01362	K15057
RC01363	K12714
RC01363	K15241
RC01363	K16033
RC01363	K21256
RC01364	K00446
RC01364	K05713
RC01364	K07104
RC01366	K03381
RC01366	K15253
RC01369	K04100
RC01369	K04101
RC01369	K15065
RC01369	K15749
RC01370	K15751
RC01370	K15752
RC01370	K15753
RC01371	K06912
RC01371	K15243
RC01371	K15244
RC01372	K06912
RC01372	K07072
RC01372	K15243
RC01372	K15244
RC01372	K19104
RC01373	K20990
RC01376	K04036
RC01376	K14578
RC01376	K14579
RC01376	K14580
RC01376	K14581
RC01376	K19073
RC01376	K21231
RC01377	K11337
RC01377	K14578
RC01377	K14579
RC01377	K14580
RC01377	K14581
RC01377	K14746
RC01378	K05549
RC01378	K05550
RC01378	K05784
RC01379	K14599
RC01379	K14600
RC01379	K22715
RC01379	K22716
RC01382	K03779
RC01382	K03780
RC01383	K22353
RC01383	K22354
RC01383	K22355
RC01383	K22356
RC01383	K22357
RC01383	K22358
RC01383	K22359
RC01383	K22360
RC01383	K22361
RC01383	K22362
RC01388	K14252
RC01389	K12674
RC01390	K12675
RC01391	K12675
RC01395	K00531
RC01395	K02586
RC01395	K02588
RC01395	K02591
RC01398	K21647
RC01398	K21648
RC01404	K13317
RC01418	K01664
RC01418	K01665
RC01418	K03342
RC01418	K13950
RC01419	K14977
RC01420	K03382
RC01420	K05394
RC01421	K03382
RC01422	K03382
RC01422	K08710
RC01423	K03383
RC01427	K05394
RC01427	K08710
RC01427	K21593
RC01428	K07549
RC01428	K07550
RC01428	K15574
RC01428	K15575
RC01429	K07536
RC01430	K07539
RC01431	K07539
RC01432	K01721
RC01432	K20807
RC01433	K01670
RC01433	K07540
RC01433	K15567
RC01433	K15568
RC01434	K01670
RC01434	K03150
RC01434	K07540
RC01434	K15567
RC01434	K15568
RC01435	K07546
RC01435	K15572
RC01438	K04116
RC01438	K12719
RC01438	K12720
RC01438	K21780
RC01438	K21781
RC01439	K00919
RC01439	K18689
RC01440	K01770
RC01440	K12506
RC01441	K00222
RC01442	K05917
RC01443	K11945
RC01444	K07408
RC01444	K07410
RC01444	K17689
RC01444	K17719
RC01445	K07408
RC01445	K07409
RC01445	K07410
RC01445	K07412
RC01445	K07415
RC01445	K07416
RC01445	K07420
RC01445	K17683
RC01445	K17689
RC01445	K17709
RC01445	K17719
RC01447	K01253
RC01448	K03335
RC01448	K16435
RC01448	K21212
RC01448	K21333
RC01450	K05549
RC01450	K05550
RC01450	K05784
RC01451	K12633
RC01451	K22269
RC01452	K00099
RC01453	K04123
RC01453	K12917
RC01455	K00279
RC01456	K21794
RC01459	K17689
RC01462	K08262
RC01464	K22363
RC01465	K07384
RC01466	K07384
RC01466	K22050
RC01467	K18199
RC01468	K18383
RC01469	K06118
RC01470	K08242
RC01471	K12708
RC01471	K16421
RC01473	K10533
RC01474	K05369
RC01474	K13545
RC01475	K00097
RC01476	K03474
RC01477	K08726
RC01479	K01633
RC01479	K03077
RC01479	K07589
RC01480	K12697
RC01483	K15461
RC01485	K10216
RC01486	K03526
RC01487	K03527
RC01491	K00079
RC01491	K00081
RC01491	K00084
RC01491	K00212
RC01491	K04034
RC01491	K04035
RC01491	K15680
RC01491	K17644
RC01492	K04034
RC01492	K04035
RC01494	K14037
RC01494	K14038
RC01494	K20515
RC01495	K12927
RC01496	K14041
RC01496	K19571
RC01497	K12927
RC01497	K19571
RC01498	K14041
RC01498	K19571
RC01499	K01467
RC01499	K17836
RC01499	K17837
RC01499	K17838
RC01499	K18698
RC01499	K18699
RC01499	K18766
RC01499	K18767
RC01500	K00128
RC01504	K12640
RC01504	K18091
RC01505	K14731
RC01506	K14733
RC01508	K14039
RC01510	K15092
RC01512	K07385
RC01513	K06606
RC01513	K19853
RC01513	K20679
RC01514	K07806
RC01514	K13310
RC01514	K13329
RC01514	K13547
RC01514	K16436
RC01514	K20435
RC01514	K21328
RC01515	K13307
RC01515	K13311
RC01515	K13326
RC01515	K13330
RC01515	K13332
RC01515	K14255
RC01515	K20682
RC01515	K21327
RC01516	K13315
RC01518	K13316
RC01518	K15857
RC01518	K16438
RC01519	K13312
RC01519	K19855
RC01519	K19974
RC01519	K20431
RC01524	K16008
RC01525	K16006
RC01525	K18562
RC01526	K16006
RC01527	K14372
RC01528	K14373
RC01529	K20706
RC01530	K15999
RC01531	K01790
RC01531	K12451
RC01532	K00290
RC01532	K00296
RC01532	K14157
RC01533	K03862
RC01533	K03863
RC01533	K14975
RC01533	K15060
RC01533	K17712
RC01533	K22553
RC01542	K00399
RC01542	K00401
RC01542	K00402
RC01543	K00498
RC01545	K02189
RC01545	K13541
RC01547	K14182
RC01549	K04781
RC01549	K04782
RC01550	K03379
RC01551	K13484
RC01551	K13485
RC01551	K16838
RC01551	K16840
RC01552	K13081
RC01552	K22094
RC01553	K08695
RC01556	K16019
RC01558	K16040
RC01560	K00615
RC01562	K05357
RC01563	K04122
RC01563	K14040
RC01563	K21292
RC01565	K05913
RC01567	K12921
RC01568	K01757
RC01573	K05371
RC01574	K05370
RC01574	K08101
RC01575	K10011
RC01575	K13014
RC01581	K12919
RC01582	K01853
RC01583	K00600
RC01583	K10713
RC01583	K13812
RC01584	K17364
RC01584	K18853
RC01585	K13261
RC01592	K22326
RC01596	K05282
RC01596	K12918
RC01607	K00320
RC01610	K16049
RC01611	K12722
RC01611	K12724
RC01612	K06444
RC01615	K02509
RC01620	K09841
RC01622	K04123
RC01624	K07411
RC01624	K07412
RC01624	K07420
RC01624	K07424
RC01624	K09838
RC01624	K09839
RC01624	K17683
RC01624	K17689
RC01624	K17690
RC01624	K17709
RC01632	K13258
RC01639	K14594
RC01640	K17911
RC01644	K14520
RC01646	K08233
RC01648	K12694
RC01651	K12920
RC01654	K16437
RC01655	K16427
RC01656	K15968
RC01658	K15941
RC01658	K15969
RC01658	K17643
RC01662	K03183
RC01662	K03394
RC01662	K05928
RC01662	K12502
RC01662	K12705
RC01662	K13540
RC01662	K13604
RC01662	K14251
RC01662	K15963
RC01662	K18534
RC01662	K23095
RC01669	K15937
RC01669	K15938
RC01669	K15939
RC01671	K15943
RC01673	K15953
RC01674	K15955
RC01675	K14630
RC01675	K14632
RC01679	K12708
RC01680	K12702
RC01681	K07547
RC01681	K07548
RC01681	K12703
RC01681	K12704
RC01681	K15573
RC01681	K19958
RC01684	K12711
RC01684	K12712
RC01687	K01860
RC01689	K00217
RC01690	K09840
RC01690	K17842
RC01690	K22458
RC01693	K14985
RC01695	K07415
RC01702	K00632
RC01702	K07508
RC01702	K07509
RC01702	K07513
RC01704	K00799
RC01704	K04097
RC01704	K13299
RC01705	K00799
RC01705	K04097
RC01705	K11818
RC01705	K13299
RC01706	K00799
RC01706	K04097
RC01706	K13299
RC01707	K03396
RC01710	K07415
RC01710	K07418
RC01710	K07422
RC01710	K07425
RC01710	K17645
RC01710	K17683
RC01710	K17709
RC01710	K17719
RC01710	K17721
RC01710	K17728
RC01711	K07409
RC01711	K07412
RC01711	K07413
RC01711	K07415
RC01711	K07418
RC01711	K07424
RC01711	K07425
RC01711	K17689
RC01711	K17709
RC01711	K17718
RC01711	K17719
RC01711	K17721
RC01711	K17991
RC01712	K07413
RC01712	K21069
RC01714	K01687
RC01715	K00121
RC01715	K00153
RC01716	K17863
RC01716	K17864
RC01721	K03078
RC01721	K22130
RC01723	K07413
RC01723	K07418
RC01723	K17718
RC01725	K07413
RC01725	K07418
RC01725	K17718
RC01726	K00053
RC01727	K07408
RC01727	K07410
RC01727	K17689
RC01727	K17719
RC01728	K01253
RC01729	K06720
RC01732	K07408
RC01732	K07409
RC01732	K07415
RC01733	K07408
RC01733	K07409
RC01733	K07415
RC01734	K00001
RC01734	K00121
RC01734	K13951
RC01734	K13952
RC01734	K13953
RC01734	K13980
RC01735	K00129
RC01737	K17864
RC01738	K07415
RC01739	K07415
RC01739	K15511
RC01739	K15512
RC01740	K07415
RC01745	K17872
RC01746	K15467
RC01749	K07415
RC01750	K07415
RC01753	K07415
RC01754	K01865
RC01754	K15056
RC01754	K20712
RC01757	K08726
RC01758	K00799
RC01758	K04097
RC01758	K13299
RC01759	K00799
RC01759	K04097
RC01759	K13299
RC01760	K11180
RC01760	K11181
RC01764	K01253
RC01765	K00799
RC01765	K04097
RC01765	K13299
RC01767	K00799
RC01767	K04097
RC01767	K13299
RC01769	K00799
RC01769	K04097
RC01769	K13299
RC01775	K14422
RC01779	K00299
RC01779	K04091
RC01780	K10046
RC01780	K13557
RC01780	K20588
RC01781	K01698
RC01783	K06215
RC01783	K08681
RC01784	K17950
RC01784	K18913
RC01784	K20247
RC01785	K16845
RC01785	K16846
RC01786	K02257
RC01788	K03153
RC01789	K04487
RC01789	K11717
RC01790	K08096
RC01792	K02858
RC01792	K14652
RC01795	K10713
RC01795	K13812
RC01797	K07409
RC01797	K21722
RC01797	K21723
RC01797	K21724
RC01799	K08097
RC01801	K14578
RC01801	K14579
RC01801	K14580
RC01801	K14581
RC01804	K01858
RC01805	K10708
RC01808	K00274
RC01810	K20454
RC01811	K12449
RC01812	K10011
RC01812	K21332
RC01815	K02858
RC01815	K14652
RC01816	K05343
RC01820	K15801
RC01821	K14175
RC01821	K15086
RC01821	K15087
RC01821	K15793
RC01821	K17982
RC01821	K20519
RC01821	K22049
RC01821	K22313
RC01823	K10960
RC01825	K09887
RC01827	K07409
RC01827	K21724
RC01828	K18383
RC01832	K10187
RC01833	K10156
RC01834	K13223
RC01835	K09516
RC01837	K13257
RC01839	K04112
RC01839	K04113
RC01839	K04114
RC01839	K04115
RC01839	K19515
RC01839	K19516
RC01840	K09833
RC01840	K12501
RC01843	K02619
RC01843	K03342
RC01843	K18482
RC01844	K18360
RC01844	K18361
RC01844	K18362
RC01844	K18363
RC01847	K10206
RC01850	K06045
RC01851	K06045
RC01856	K16877
RC01856	K16878
RC01856	K16879
RC01857	K14534
RC01860	K19185
RC01860	K19186
RC01860	K19187
RC01861	K01719
RC01861	K13542
RC01861	K13543
RC01862	K15815
RC01862	K20658
RC01862	K21928
RC01863	K15813
RC01863	K15815
RC01863	K20658
RC01863	K21928
RC01864	K15815
RC01864	K15816
RC01864	K20659
RC01865	K14939
RC01866	K08967
RC01867	K14424
RC01868	K05933
RC01869	K21587
RC01869	K21590
RC01870	K01499
RC01872	K11185
RC01872	K11186
RC01872	K11207
RC01875	K06879
RC01875	K09457
RC01883	K16269
RC01885	K14976
RC01886	K09832
RC01887	K09828
RC01892	K14370
RC01893	K11731
RC01895	K00568
RC01895	K00591
RC01900	K02292
RC01900	K09836
RC01900	K12645
RC01900	K23037
RC01901	K09879
RC01903	K16880
RC01903	K18360
RC01903	K18361
RC01903	K18362
RC01903	K18363
RC01904	K14423
RC01906	K01061
RC01907	K01061
RC01910	K05549
RC01910	K05550
RC01910	K05784
RC01911	K09834
RC01912	K15091
RC01914	K00446
RC01914	K07104
RC01918	K12153
RC01918	K13027
RC01918	K13401
RC01918	K14984
RC01921	K19188
RC01923	K01661
RC01925	K21301
RC01927	K01589
RC01929	K07173
RC01932	K03391
RC01933	K15358
RC01936	K12153
RC01938	K00915
RC01939	K08964
RC01939	K16054
RC01942	K00257
RC01942	K10214
RC01943	K01663
RC01943	K02500
RC01943	K02501
RC01946	K01640
RC01947	K01588
RC01950	K10528
RC01952	K04122
RC01952	K07750
RC01952	K16085
RC01952	K21292
RC01952	K22638
RC01956	K01742
RC01958	K02293
RC01959	K00514
RC01960	K09835
RC01963	K09837
RC01963	K15472
RC01964	K06443
RC01965	K09879
RC01970	K09831
RC01974	K00592
RC01974	K22309
RC01978	K03644
RC01979	K02229
RC01980	K06042
RC01983	K00214
RC01983	K05901
RC01983	K08100
RC01984	K14449
RC01991	K09836
RC01992	K14596
RC01993	K16083
RC01993	K17876
RC01994	K14976
RC01995	K13608
RC02000	K02230
RC02000	K09882
RC02000	K09883
RC02001	K13079
RC02009	K14599
RC02009	K14600
RC02012	K05906
RC02013	K01563
RC02017	K00106
RC02017	K07409
RC02017	K17683
RC02017	K21673
RC02017	K21674
RC02017	K21675
RC02018	K08967
RC02018	K16050
RC02019	K13079
RC02020	K14593
RC02021	K14593
RC02031	K10719
RC02034	K07534
RC02035	K04117
RC02035	K19067
RC02037	K07545
RC02037	K15571
RC02042	K13266
RC02043	K13224
RC02044	K13225
RC02049	K05936
RC02051	K02188
RC02052	K02191
RC02052	K03399
RC02053	K03399
RC02054	K02191
RC02056	K12928
RC02057	K12928
RC02057	K14045
RC02058	K12928
RC02067	K14628
RC02067	K14629
RC02072	K15872
RC02074	K08966
RC02076	K13226
RC02077	K15472
RC02078	K12637
RC02078	K12638
RC02079	K09590
RC02079	K12640
RC02080	K09845
RC02082	K09846
RC02082	K22577
RC02084	K09847
RC02085	K14256
RC02088	K10027
RC02088	K10209
RC02089	K10210
RC02097	K02189
RC02097	K13541
RC02098	K14601
RC02100	K10215
RC02104	K10528
RC02105	K01723
RC02107	K00365
RC02107	K16838
RC02115	K01692
RC02115	K01782
RC02115	K01825
RC02117	K01860
RC02118	K08967
RC02120	K02516
RC02120	K05931
RC02120	K11434
RC02120	K11435
RC02120	K11436
RC02120	K11437
RC02120	K11438
RC02120	K11439
RC02120	K19737
RC02124	K01730
RC02128	K01237
RC02130	K01764
RC02133	K10106
RC02136	K17689
RC02136	K20215
RC02139	K00461
RC02141	K03781
RC02141	K03782
RC02147	K19669
RC02148	K01252
RC02148	K01656
RC02148	K01657
RC02148	K01658
RC02148	K02619
RC02148	K03181
RC02148	K03342
RC02148	K04781
RC02148	K04782
RC02148	K08680
RC02148	K13497
RC02148	K13501
RC02148	K13503
RC02148	K14759
RC02148	K18239
RC02148	K18240
RC02148	K18482
RC02149	K10977
RC02159	K10187
RC02160	K10187
RC02162	K00072
RC02162	K17745
RC02179	K14184
RC02179	K15808
RC02179	K18111
RC02179	K18112
RC02180	K14184
RC02181	K14185
RC02183	K10187
RC02184	K14186
RC02186	K02551
RC02186	K14759
RC02187	K11158
RC02199	K00106
RC02207	K00088
RC02210	K11818
RC02210	K12156
RC02225	K17689
RC02225	K17690
RC02225	K17709
RC02226	K00274
RC02226	K17689
RC02228	K17689
RC02228	K17718
RC02229	K17689
RC02229	K17690
RC02229	K17709
RC02230	K17689
RC02230	K17690
RC02230	K17709
RC02232	K17689
RC02233	K00485
RC02233	K17712
RC02234	K17689
RC02235	K17683
RC02235	K17709
RC02235	K17719
RC02238	K07415
RC02238	K17689
RC02239	K17689
RC02241	K17689
RC02241	K17709
RC02241	K17719
RC02241	K17721
RC02243	K00799
RC02243	K04097
RC02243	K13299
RC02245	K00207
RC02246	K17689
RC02247	K06726
RC02262	K13330
RC02262	K14255
RC02262	K20081
RC02262	K20592
RC02262	K21215
RC02262	K21335
RC02264	K01044
RC02264	K03927
RC02265	K11819
RC02266	K17689
RC02267	K17689
RC02273	K00001
RC02273	K00121
RC02273	K13951
RC02273	K13952
RC02273	K13953
RC02273	K13980
RC02274	K17689
RC02277	K00569
RC02281	K17689
RC02283	K21208
RC02285	K13391
RC02286	K13389
RC02295	K11812
RC02295	K11813
RC02295	K12153
RC02295	K12154
RC02295	K12155
RC02295	K13027
RC02297	K17683
RC02298	K17689
RC02299	K17689
RC02301	K16305
RC02301	K16306
RC02302	K11646
RC02303	K00816
RC02303	K01758
RC02303	K01760
RC02303	K14155
RC02303	K17217
RC02303	K21623
